,desc,mana,name,price,rarity,type,url
2922,"First strike (This creature deals combat damage before creatures without first strike.) 1W: Capashen Knight gets +1/+0 until end of turn.
First strike (This creature deals combat damage before creatures without first strike.)",1 w,Capashen Knight,$0.25,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com205.html
2923, Flying   No one is so lost that a faerie can’t find them. ,['W'],           Faerie Guidemother              ,$0.07,Common,Creature—Faerie,./Paginas/PaginasHeuristica/scryfall.com207.html
2924,"At the beginning of your upkeep, if you control a creature with power 4 or greater, draw a card.
At the beginning of your upkeep, if you control a creature with power 4 or greater, draw a card.",2 g,Colossal Majesty,$1.99,Uncommon,Enchantment,./Paginas/PaginasHeuristica/www.starcitygames.com655.html
2925,"When Journey to Nowhere enters the battlefield, exile target creature.When Journey to Nowhere leaves the battlefield, return the exiled card to the battlefield under its owner's control.",1White,Journey to Nowhere,$1.06,,Enchantment,./Paginas/PaginasHeuristica/www.mtgotraders.com955.html
2926,"Enchant creature
Enchant creature",1 b,Dark Favor,$0.15,Common,Enchantment - Aura,./Paginas/PaginasHeuristica/www.starcitygames.com442.html
2927," Castle Locthwain enters the battlefield tapped unless you control a Swamp. {T}: Add {B}. {1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand.   Without Lochthwain’s persistence, the realm would stagnate and die. ",,           Castle Locthwain ,$1.60,Rare,Land,./Paginas/PaginasHeuristica/scryfall.com440.html
2928,"When Aligned Hedron Network enters the battlefield, exile all creatures with power 5 or greater until Aligned Hedron Network leaves the battlefield. (Those creatures return under their owners' control.)",4,Aligned Hedron Network,$0.01,,Artifact,./Paginas/PaginasHeuristica/www.mtgotraders.com241.html
2929,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and Tap this turn.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and Tap this turn.)",2 r,Act of Treason,$0.15,Common,Sorcery,./Paginas/PaginasHeuristica/www.starcitygames.com911.html
2930,Discard a card at random from your hand: Barbarian Bully gets +2/+2 until end of turn unless a player has Barbarian Bully deal 4 damage to him or her. Play this ability only once each turn.,2 ManaRed Mana,Barbarian Bully,$0.01,,Creature - Barbarian,./Paginas/PaginasHeuristica/www.mtgotraders.com611.html
2931,": Add either  or  to your mana pool.
Counts as both forest and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Taiga (WB) ,$166.59,Rare,Land - Mountain Forest,./Paginas/PaginasHeuristica/abugames.com790.html
2932,"4, Tap, Exile Brittle Effigy: Exile target creature.
4, Tap, Exile Brittle Effigy: Exile target creature.",1,Brittle Effigy,$2.99,Rare,Artifact,./Paginas/PaginasHeuristica/www.starcitygames.com82.html
2933,"Target creature gains protection from green.
--This card has no flavor text --",['w'], Green Ward ,$52.49,Uncommon,Enchantment - Aura,./Paginas/PaginasHeuristica/abugames.com285.html
2934,"Devoid (This card has no color.)When Brood Butcher enters the battlefield, put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add 1 to your mana pool.""BlackGreen, Sacrifice a creature: Target creature gets -2/-2 until end of turn.",3BlackGreen,Brood Butcher,$0.01,,Creature - Eldrazi Drone,./Paginas/PaginasHeuristica/www.mtgotraders.com304.html
2935,"When Borderland Ranger enters the battlefield, you may search your library for a basic land card, reveal it, and put it into your hand. If you do, shuffle your library.
When Borderland Ranger enters the battlefield, you may search your library for a basic land card, reveal it, and put it into your hand. If you do, shuffle your library.",2 g,Borderland Ranger,$0.15,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com854.html
2936,"2Black, Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",BlackBlack,Graveyard Marshal,$0.02,,Creature - Zombie Soldier,./Paginas/PaginasHeuristica/www.mtgotraders.com754.html
2937,"Enchant creature
Enchant creature",2 w,Battle Mastery,$0.25,Uncommon,Enchantment - Aura,./Paginas/PaginasHeuristica/www.starcitygames.com507.html
2938,Destroy all creatures. They can't be regenerated.,2WW,Wrath of God,$9.45,R,Sorcery,./Paginas/PaginasHeuristica/www.capefeargames.com749.html
2939,"Haste (This creature can attack and  as soon as it comes under your control.)
: Another target creature with power 2 or less can't be blocked this turn.",2r,Core Set 2020 Foil: Goblin Smuggler,$0.25,C,Creature - Goblin Rogue,./Paginas/PaginasHeuristica/www.cardkingdom.com82.html
2940," Flying Whenever Garrison Griffin attacks, target Knight you control gains flying until end of turn.   The keen-eyed guardians of Ardenvale are ever on alert. ","['2', 'W']",           Garrison Griffin              ,$0.13,Common,Creature—Griffin,./Paginas/PaginasHeuristica/scryfall.com505.html
2941,"Chandra's Fury deals 4 damage to target player and 1 damage to each creature that player controls.
Chandra's Fury deals 4 damage to target player or planeswalker and 1 damage to each creature that player or that planeswalker's controller controls.",4 r,Chandra's Fury,$0.29,Common,Instant,./Paginas/PaginasHeuristica/www.starcitygames.com157.html
2942,Experiment Kraj has all activated abilities of each other creature with a +1/+1 counter on it. T Put a +1/+1 counter on target creature.,2GGUU,Experiment Kraj,$3.32,R,Legendary Creature - Ooze Mutant,./Paginas/PaginasHeuristica/www.capefeargames.com319.html
2943,Walking Ballista enters the battlefield with X +1/+1 counters on it.4: Put a +1/+1 counter on Walking Ballista.Remove a +1/+1 counter from Walking Ballista: It deals 1 damage to target creature or player.,Variable ColorlessVariable Colorless,Walking Ballista,$5.36,,Artifact Creature - Construct,./Paginas/PaginasHeuristica/www.mtgotraders.com187.html
2944,Search your library for an instant or sorcery card and reveal that card. Shuffle your library then put the card on top of it.,U,Mystical Tutor,,U,Instant,./Paginas/PaginasHeuristica/www.capefeargames.com933.html
2945," First strike When Nightshade Assassin comes into play, you may reveal X black cards in your hand. If you do, target creature gets -X/-X until end of turn. Madness {1}{B} (If you discard this card, you may play it for its madness cost instead of putting it into your graveyard.)", ,Nightshade Assassin - Time Spiral Magic the Gathering Foil Single,$0.80, Uncommon, Creature - Human Assassin,./Paginas/PaginasHeuristica/www.wizardscupboard.com146.html
2946,When Goblin Matron comes into play you may search your library for a Goblin card reveal that card and put it into your hand. If you do shuffle your library.,2R,Goblin Matron,$1.46,U,Creature - Goblin,./Paginas/PaginasHeuristica/www.capefeargames.com899.html
2947," If target creature is placed in the graveyard, Creature Bond does an amount of damage equal to creature's toughness to creature's controller.", ,Creature Bond - Revised Magic the Gathering Single,$0.10, Common, Enchant Creature,./Paginas/PaginasHeuristica/www.wizardscupboard.com516.html
2948,"Temple of Epiphany enters the battlefield tapped.
When Temple of Epiphany enters the battlefield, scry 1.
: Add  or . 
 Pro Tip!

Originally printed in Theros block, the ""scry lands"" gave Standard players some additional insight at a time when ""scry"" was a rarer ability. These lands will reward you if you don't mind playing your spells slightly off-curve.",,Core Set 2020: Temple of Epiphany,$3.49,R,Land,./Paginas/PaginasHeuristica/www.cardkingdom.com376.html
2949,", : Untap target attacking creature you control. That creature neither receives nor deals damage during combat this turn.
--This card has no flavor text --",['3'], Ebony Horse ,$2.25,Rare,Artifact,./Paginas/PaginasHeuristica/abugames.com456.html
2950,"Return target legendary creature card from your graveyard to play. That creature gains haste. Remove it from the game at end of turn.Splice onto Arcane 2 ManaBlack Mana (As you play an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",1 ManaBlack Mana,Goryo's Vengeance,$1.73,,Instant - Arcane,./Paginas/PaginasHeuristica/www.mtgotraders.com884.html
2951,"Flying
Flying",5 b b,Abhorrent Overlord (Theros Prerelease),$0.75,Promo,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com784.html
2952,": Add either  or  to your mana pool.
Counts as both islands and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Volcanic Island (WB) ,$645.05,Rare,Land - Island Mountain,./Paginas/PaginasHeuristica/abugames.com905.html
2953," Sealock Monster can’t attack unless defending player controls an Island. {5}{U}{U}: Monstrosity 3. (If this creature isn’t monstrous, put three  1/ 1 counters on it and it becomes monstrous.) When Sealock Monster becomes monstrous, target land becomes an Island in addition to its other types. ","['3', 'U', 'U']",           Sealock Monster              ,$0.10,Uncommon,Creature—Octopus,./Paginas/PaginasHeuristica/scryfall.com69.html
2954,+1 Target player discards a card. -2 Search your library for a card then shuffle your library and put that card on top of it. -8 Put all creature cards in all graveyards into play under your control.,3BB,Liliana Vess - Foil,$26.55,R,Planeswalker - Liliana,./Paginas/PaginasHeuristica/www.capefeargames.com460.html
2955," Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. You may put a card that has an Adventure that player owns from exile into that player’s graveyard.   In the wilds, the ravens steal far more than baubles. ","['2', 'B']",           Memory Theft              ,$0.08,Common,Sorcery,./Paginas/PaginasHeuristica/scryfall.com293.html
2956,T Add W to your mana pool.,0,Mox Pearl,"$3,500.00/$4,375.00",R,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com175.html
2957,": Add either  or  to your mana pool.
Counts as both islands and plains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Tundra ,$468.75,Rare,Land - Plains Island,./Paginas/PaginasHeuristica/abugames.com840.html
2958,+2: Sorin Markov deals 2 damage to target creature or player and you gain 2 life.-3: Target opponent's life total becomes 10.-7: You control target player during that player's next turn.,3BBB,Sorin Markov - Foil,$33.96,M,Planeswalker - Sorin,./Paginas/PaginasHeuristica/www.capefeargames.com525.html
2959,"Flying, first strike, lifelink, protection from Demons and from Dragons
Flying, first strike, lifelink, protection from Demons and from Dragons",3 w w,Baneslayer Angel,$14.99,Mythic Rare,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com291.html
2960,Look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library.,U,Sleight of Hand - Foil,,C,Sorcery,./Paginas/PaginasHeuristica/www.capefeargames.com876.html
2961,": Add  to your mana pool.
: Add  or  to your mana pool. Battlefield Forge deals 1 damage to you.
--This card has no flavor text --",[], Battlefield Forge ,$3.15,Rare,Land,./Paginas/PaginasHeuristica/abugames.com47.html
2962,"Any creature in either player's graveyard comes into play on your side with -1 to its original power. If this enchantment is removed, or at end of game, target creature is returned to its owner's graveyard. Target creature may be killed as normal.
--This card has no flavor text --","['1', 'b']", Animate Dead ,$314.99,Uncommon,Enchantment - Aura,./Paginas/PaginasHeuristica/abugames.com143.html
2963,"Temple of Malady enters the battlefield tapped.When Temple of Malady enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Tap: Add Black or Green to your mana pool.", ,Temple of Malady,$0.22,,Land,./Paginas/PaginasHeuristica/www.mtgotraders.com538.html
2964,"At the beginning of your upkeep, discard a card. 
 Pro Tip!

Creatures with high stats and low mana costs typically come with a hefty downsides, but Rotting Regisaur's discard clause doesn't have to be a problem. Try this creature in a Reanimator-style deck with Blood for Bones and fill up your bin - you can eventually reanimate the Regisaur, too!",2b,Core Set 2020 Foil: Rotting Regisaur,$6.99,R,Creature - Zombie Dinosaur,./Paginas/PaginasHeuristica/www.cardkingdom.com399.html
