,Unnamed: 0,desc,mana,name,price,rarity,type,url
2792,2792,"+1: Chandra Nalaar deals 1 damage to target player.
+1: Chandra Nalaar deals 1 damage to target player or planeswalker.",3rr,Chandra Nalaar,$1.99,Mythic Rare,Legendary Planeswalker - Chandra,http://www.starcitygames.com/catalog/magic_the_gathering/product/176006/178571
2793,2793,"Menace (This creature can't be blocked except by two or more creatures.)
Menace (This creature can't be blocked except by two or more creatures.)",2br,Brawl-Bash Ogre,$0.49,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1431872
2794,2794,"Temple of Abandon enters the battlefield tapped.When Temple of Abandon enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Tap: Add Red or Green to your mana pool.", ,Temple of Abandon,$0.02,,Land,https://www.mtgotraders.com/store/THS_Temple_of_Abandon.html
2795,2795,"When Glass Casket enters the battlefield, exile target creature an opponent controls with converted mana cost 3 or less until Glass Casket leaves the battlefield.   Fate will decide whether it’s a bed or a tomb.",1w,Glass Casket,$0.13,Uncommon,Artifact,https://scryfall.com/card/eld/15/glass-casket
2796,2796,"Flying
Of royal blood among the spirits of the air, the Mahamoti Djinn rides on the wings of the winds. As dangerous in the gambling hall as he is in battle, he is a master of trickery and misdirection.",4uu,Mahamoti Djinn,$2.85,Rare,Creature - Djinn,https://abugames.com/magic-the-gathering/singles/product-detail/Mahamoti-Djinn/4th-Edition/English/ID%23-s2438
2797,2797,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)",3b,Accursed Spirit,$0.25,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/698874
2798,2798,Woodland Cemetery enters the battlefield tapped unless you control a Swamp or a Forest.Tap: Add Black or Green to your mana pool., ,Woodland Cemetery,$0.02,,Land,https://www.mtgotraders.com/store/ISD_Woodland_Cemetery.html
2799,2799,"Fireball does X damage total, divided evenly (round down) among any number of targets. Pay 1 extra mana for each target beyond the first.
--This card has no flavor text --",xr,Fireball,$19.99,Common,Sorcery,https://abugames.com/magic-the-gathering/singles/product-detail/Fireball/Beta/English/ID%23-61922
2800,2800,": Add either  or  to your mana pool.
Counts as both plains and swamp and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Scrubland,$247.99,Rare,Land - Plains Swamp,https://abugames.com/magic-the-gathering/singles/product-detail/Scrubland/Revised/English/ID%23-88859
2801,2801,Flying Controller must spend {U} during upkeep to maintain or Phantasmal Forces are destroyed.,,Phantasmal Forces - Beta Magic the Gathering Single,$29.95, Uncommon,Creature - Phantasm,https://www.wizardscupboard.com/phantasmal-forces-p-3195.html
2802,2802,"IndestructibleAs long as your devotion to green is less than five, Nylea isn't a creature. (Each Green in the mana costs of permanents you control counts toward your devotion to green.)Other creatures you control have trample.3Green: Target creature gets +2/+2 until end of turn.",3g,"Nylea, God of the Hunt",$0.18,,Legendary Enchantment Creature - God,https://www.mtgotraders.com/store/THS_Nylea_God_of_the_Hunt.html
2803,2803,IntimidateOther creatures you control have intimidate.Whenever Vela the Night-Clad or another creature you control leaves the battlefield each opponent loses 1 life.,4ub,Vela the Night-Clad,$1.49,Mythic,Legendary Creature - Human Wizard,https://www.capefeargames.com/catalog/magic_singles-planechase_sets-planechase_anthology/vela_the_nightclad/429673
2804,2804,"Any non-wall creature blocking Basilisk is destroyed, as is any creature blocked by Basilisk. Creatures destroyed this way deal their damage before dying.
Moss-covered statues littered the area, a macabre monument to the Basilisk's power.",3gg,Thicket Basilisk,$57.75,Uncommon,Creature - Basilisk,https://abugames.com/magic-the-gathering/singles/product-detail/Thicket-Basilisk/Alpha/English/ID%23-61690
2805,2805,Flying T Add one mana of any color to your mana pool.,g,Birds of Paradise,$9.95,Rare,Creature - Bird,https://www.capefeargames.com/catalog/magic_singles-core_sets-4th_edition/birds_of_paradise/13951
2806,2806,T Add 1 to your mana pool. If you control an Urza's Power-Plant and an Urza's Tower add 2 to your mana pool instead.,,Urza's Mine - Foil,,Uncommon,Land - Urza's Mine,https://www.capefeargames.com/catalog/magic_singles-core_sets-9th_edition/urzas_mine__foil/74946
2807,2807,Rimrock Knight can’t block.,1r,Rimrock Knight,$0.06,Common,Creature—DwarfKnight,https://scryfall.com/card/eld/294/rimrock-knight-boulder-rush
2808,2808,"For each attacking creature, its owner puts it on the top or bottom of his or her library.
For each attacking creature, its owner puts it on the top or bottom of their library.",3uu,Aetherspouts,$0.59,Rare,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/698736/699180
2809,2809,"Flying vigilance haste



Whenever Aurelia the Warleader attacks for the first time each turn untap all creatures you control. After this phase there is an additional combat phase.",2rrww,"Aurelia, the Warleader - Foil",,Mythic,,https://www.capefeargames.com/catalog/magic_singles-guilds_of_ravnica_products-grn_guild_kits/aurelia_the_warleader__foil/591399
2810,2810,"Counter target spell.
Counter target spell.",1uu,Cancel,$0.15,Common,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/459821
2811,2811,Whenever a player casts an instant or sorcery spell each other player copies that spell. Each of those players may choose new targets for his or her copy.,5u,Hive Mind - Foil,,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2010/hive_mind__foil/78409
2812,2812,"When Archaeomancer enters the battlefield, return target instant or sorcery card from your graveyard to your hand.
When Archaeomancer enters the battlefield, return target instant or sorcery card from your graveyard to your hand.",2uu,Archaeomancer,$2.99,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/461410/461698
2813,2813,"1: Untap up to one target creature and up to one target land. −2: Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard. −8: You get an emblem with “Whenever a creature enters the battlefield under your control, you may have it fight target creature.” Then create three 8/8 blue Octopus creature tokens.",2gu,"Kiora, Master of the Depths",✶ $7.68,MythicRare,LegendaryPlaneswalker—Kiora,https://scryfall.com/card/pbfz/213s/kiora-master-of-the-depths#rulings
2814,2814,At the beginning of your upkeep put target creature card from a graveyard onto the battlefield under your control.,4(w/b)(w/b)(w/b),Debtors' Knell,$4.27,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-ravnica_allegiance_products-rna_guild_kit/debtors_knell/594060
2815,2815,"Fireball does X damage total, divided evenly (round down) among any number of targets. Pay 1 extra mana for each target beyond the first.
--This card has no flavor text --",xr,Fireball,$47.25,Common,Sorcery,https://abugames.com/magic-the-gathering/singles/product-detail/Fireball/Beta/English/ID%23-78808
2816,2816,"Flying
When Rapacious Dragon enters the battlefield, create two Treasure tokens. (They're artifacts with "", Sacrifice this artifact: Add one mana of any color."")",4r,Core Set 2020 Foil: Rapacious Dragon,$0.35,Uncommon,Creature - Dragon,https://www.cardkingdom.com/mtg/core-set-2020/rapacious-dragon-foil
2817,2817,Target blocking creature gets  7/ 7 until end of turn.   Sometimes the greatest strength is the strength of conviction.,w,Righteousness,$0.08,Uncommon,Instant,https://scryfall.com/card/m10/27/righteousness
2818,2818,Take an extra turn after this one.,1u,Time Walk,$1.40,,Sorcery,https://www.mtgotraders.com/store/VMA_Time_Walk.html
2819,2819,"As Alpine Moon enters the battlefield, choose a nonbasic land card name.
As Alpine Moon enters the battlefield, choose a nonbasic land card name.",r,Alpine Moon,$2.49,Rare,Enchantment,http://www.starcitygames.com/catalog/magic_the_gathering/product/1430926
2820,2820,"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Other creatures you control have exalted. (If a creature has multiple instances of exalted, each triggers separately.)",2ww,2013 Core Set: Sublime Archangel,$1.79,Mythic,Creature - Angel,https://www.cardkingdom.com/mtg/2013-core-set/sublime-archangel
2821,2821,"Tap: Target creature an opponent controls attacks you this turn if able.
Tap: Target creature an opponent controls attacks you this turn if able.",1u,Alluring Siren,$0.49,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/176272
2822,2822,"Each player draws three cards, then discards three cards at random.
Each player draws three cards, then discards three cards at random.",r,Burning Inquiry,$1.99,Common,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/57194/177681
2823,2823,Choose two-â¢ Your opponents can't gain life this turn.â¢ Atarka's Command deals 3 damage to each opponent.â¢ You may put a land card from your hand onto the battlefield.â¢ Creatures you control get +1/+1 and gain reach until end of turn.,rg,Atarka's Command,$0.30,,Instant,https://www.mtgotraders.com/store/DTK_Atarkas_Command.html
2824,2824,"Target opponent reveals their hand. You may choose a nonland card from it. If you do, that player exiles that card. If a nonblack card is exiled this way, exile a card from your hand.   “Imagine having your skeleton extracted through your ear, one bone at a time.” —Corliss the Wanderer",b,Specter's Shriek,$0.11,Uncommon,Sorcery,https://scryfall.com/card/eld/106/specters-shriek
2825,2825,"Copper Tablet does 1 damage to each player during his or her upkeep.
--This card has no flavor text --",2,Copper Tablet,$229.99,Uncommon,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Copper-Tablet/Alpha/English/ID%23-88067
2826,2826,Choose any number of target creature and/or planeswalker cards in graveyards. Command the Dreadhorde deals damage to you equal to the total converted mana cost of those cards. Put them onto the battlefield under your control.,4bb,Command the Dreadhorde,$0.02,,Sorcery,https://www.mtgotraders.com/store/WAR_Command_the_Dreadhorde.html
2827,2827,": Target creature Firebreathing enchants gets +1/+0 until end of turn.
""And topples round the dreary west
A looming bastion fringed with fire.""
—Alfred, Lord Tennyson, ""In Memoriam""",r,Firebreathing,$2.15,Common,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Firebreathing/4th-Edition/English/ID%23-s2420
2828,2828,"When Urza's Incubator comes into play, choose a creature type. Creature spells of the chosen type cost {2} less to play.",,Urza's Incubator - Urza's Destiny Magic the Gathering Single,$14.95, Rare,Artifact,https://www.wizardscupboard.com/urzas-incubator-p-10156.html
2829,2829,"Breaking

Sorcery

Target player puts the top eight cards of his or her library into his or her graveyard.

-----Split-----

Entering

Sorcery

Put a creature card from a graveyard onto the battlefield under your control. It gains haste until end of turn.

-----Fuse-----

Fuse (You may cast one or both halves of this card from your hand.)
--This card has no flavor text --",ub4br,Breaking and Entering (Release) - FOIL,$2.39,Rare,Sorcery,https://abugames.com/magic-the-gathering/singles/product-detail/Breaking-and-Entering-%2528Release%2529-%252D-FOIL/Dragon's-Maze/English/ID%23-m16756
2830,2830,"1Red: Creatures you control get +1/+0 and gain haste until end of turn.When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard.",2rrr,Cavalier of Flame,$6.64,,Creature - Elemental Knight,https://www.mtgotraders.com/store/M20_Cavalier_of_Flame.html
2831,2831,"Flash
Other Wolves and Werewolves you control get +1/+1.
At the beginning of your end step, if you didn't cast a spell this turn, create a green Wolf creature token.",2gg,Core Set 2020 Foil: Nightpack Ambusher,$6.99,Rare,Creature - Wolf,https://www.cardkingdom.com/mtg/core-set-2020/nightpack-ambusher-foil
2832,2832,Counter target spell.,uu,Counterspell,$1.85,Uncommon,Instant,https://www.capefeargames.com/catalog/magic_singles-core_sets-4th_edition/counterspell/14035
2833,2833,"Sacrifice an artifact: Put a +1/+1 counter on Arcbound Ravager.Modular 1 (This enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)",2,Arcbound Ravager *Foil*,$3.30,,Artifact Creature - Beast,https://www.mtgotraders.com/store/DST_Arcbound_Ravager_f.html
